Try_index N kappa_old kappa_new time_rescaled mag
0 40000.000000 0.318639 1.154858 2216.000000 0.905200
0 40000.000000 0.318639 1.154858 2218.000000 0.905100
0 40000.000000 0.318639 1.154858 2224.000000 0.904900
0 40000.000000 0.318639 1.154858 2225.000000 0.904850
0 40000.000000 0.318639 1.154858 2229.000000 0.904650
0 40000.000000 0.318639 1.154858 2232.000000 0.904500
0 40000.000000 0.318639 1.154858 2233.000000 0.904450
0 40000.000000 0.318639 1.154858 2234.000000 0.904400
0 40000.000000 0.318639 1.154858 2234.000000 0.904400
0 40000.000000 0.318639 1.154858 2239.000000 0.904150
0 40000.000000 0.318639 1.154858 2240.000000 0.904200
0 40000.000000 0.318639 1.154858 2244.000000 0.904000
0 40000.000000 0.318639 1.154858 2246.000000 0.904000
0 40000.000000 0.318639 1.154858 2246.000000 0.904000
0 40000.000000 0.318639 1.154858 2246.000000 0.904000
0 40000.000000 0.318639 1.154858 2247.000000 0.903950
0 40000.000000 0.318639 1.154858 2247.000000 0.903950
0 40000.000000 0.318639 1.154858 2250.000000 0.903800
0 40000.000000 0.318639 1.154858 2250.000000 0.903800
0 40000.000000 0.318639 1.154858 2251.000000 0.903750
0 40000.000000 0.318639 1.154858 2251.000000 0.903750
0 40000.000000 0.318639 1.154858 2251.000000 0.903750
0 40000.000000 0.318639 1.154858 2251.000000 0.903750
0 40000.000000 0.318639 1.154858 2251.000000 0.903750
0 40000.000000 0.318639 1.154858 2251.000000 0.903750
0 40000.000000 0.318639 1.154858 2251.000000 0.903750
0 40000.000000 0.318639 1.154858 2251.000000 0.903750
0 40000.000000 0.318639 1.154858 2251.000000 0.903750
0 40000.000000 0.318639 1.154858 2251.000000 0.903750
0 40000.000000 0.318639 1.154858 2251.000000 0.903750
0 40000.000000 0.318639 1.154858 2251.000000 0.903750
0 40000.000000 0.318639 1.154858 2254.000000 0.903700
0 40000.000000 0.318639 1.154858 2254.000000 0.903700
0 40000.000000 0.318639 1.154858 2255.000000 0.903750
0 40000.000000 0.318639 1.154858 2257.000000 0.903650
0 40000.000000 0.318639 1.154858 2258.000000 0.903600
